date,year,type,country,activity,sex,age,injury,fatal,time
Nov,1984,Provoked,USA,Spearfishing,M,29,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",No Fatal,Evening
Oct,1984,Unprovoked,USA,Swimming,M,22,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",No Fatal,Afternoon
Oct,1984,Unprovoked,USA,Surfing,F,23,"9"" laceration to right forearm ",No Fatal,Afternoon
Oct,1984,Unprovoked,USA,Others,F,77,"10"" laceration on leg",No Fatal,Afternoon
Oct,1984,Unprovoked,USA,Surfing,M,15,Left calf bitten,No Fatal,Afternoon
Sep,1984,Unprovoked,USA,Surfing,M,25,"Abrasion on right foot, board bitten",No Fatal,Afternoon
Sep,1984,Unprovoked,USA,Others,M,0,Legs & buttocks bitten,No Fatal,Morning
Sep,1984,Unprovoked,USA,Surfing,M,17,Right foot bitten,No Fatal,Afternoon
Sep,1984,Unprovoked,USA,Surfing,M,16,Foot bitten,No Fatal,Morning
Sep,1984,Unprovoked,USA,Others,M,0,Arm bitten,No Fatal,Afternoon
Sep,1984,Unprovoked,USA,Others,M,28,FATAL,Fatal,Morning
Sep,1984,Provoked,MEXICO,Spearfishing,M,0,"No Injury, PROVOKED INCIDENT",No Fatal,Afternoon
Jul,1984,Unprovoked,USA,Swimming,F,13,Lacerations on right foot,No Fatal,Afternoon
Jul,1984,Unprovoked,USA,Swimming,F,18,Legs severely lacerated,No Fatal,Afternoon
Jul,1984,Unprovoked,SOUTH AFRICA,Spearfishing,M,21,"FATAL, but shark involvement prior to death could not be determined",Fatal,Morning
Jul,1984,Unprovoked,USA,Others,M,30,Leg abraded,No Fatal,Evening
Jun,1984,Unprovoked,SOUTH AFRICA,Surfing,M,27,"No injury, board bitten",No Fatal,Afternoon
Jun,1984,Unprovoked,USA,Others,F,13,Foot bitten,No Fatal,Afternoon
Feb,1984,Provoked,SOUTH AFRICA,Fishing,M,0,Leg lacerated by hooked shark PROVOKED INCIDENT,No Fatal,Night
Feb,1984,Provoked,SOUTH AFRICA,Others,M,33,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,No Fatal,Morning
Feb,1984,Unprovoked,AUSTRALIA,Spearfishing,M,27,Hand bitten,No Fatal,Evening
Jan,1984,Unprovoked,SOUTH AFRICA,Swimming,M,14,Foot bitten,No Fatal,Morning
Dec,1983,Unprovoked,GREECE,Spearfishing,M,36,"Coroner determined the man was killed by a boat propeller, not a tiger shark",No Fatal,Evening
Dec,1983,Unprovoked,USA,Surfing,M,17,Left foot & thigh bitten,No Fatal,Afternoon
Dec,1983,Unprovoked,AUSTRALIA,Others,M,48,Fingers bitten,No Fatal,Evening
Dec,1983,Unprovoked,SOUTH AFRICA,Swimming,M,16,"Left calf, ankle & foot lacerated",No Fatal,Afternoon
Dec,1983,Unprovoked,SOUTH AFRICA,Swimming,M,47,Shin lacerated,No Fatal,Morning
Oct,1983,Unprovoked,USA,Surfing,M,16,Puncture marks in leg & surfboard dinged,No Fatal,Evening
Oct,1983,Unprovoked,USA,Others,M,20,Lacerations to left ankle,No Fatal,Evening
Aug,1983,Unprovoked,USA,Surfing,M,0,"No injury, board bitten",No Fatal,Morning
Aug,1983,Unprovoked,SOUTH AFRICA,Spearfishing,M,29,Inner thighs lacerated,No Fatal,Morning
Aug,1983,Unprovoked,USA,Swimming,F,14,Foot bitten,No Fatal,Morning
Aug,1983,Provoked,USA,Others,M,14,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,No Fatal,Evening
Aug,1983,Unprovoked,USA,Diving,F,22,Right leg severely bitten,No Fatal,Morning
Jul,1983,Unprovoked,AUSTRALIA,Swimming,F,21,"FATAL, shark seized her by the chest and took her underwater ",Fatal,Evening
Jul,1983,Unprovoked,AUSTRALIA,Swimming,M,24,"FATAL, shark bit leg, then dragged him underwater ",Fatal,Night
Jul,1983,Unprovoked,AUSTRALIA,,M,28,"Left knee bitten, but survived",No Fatal,Night
Jul,1983,Unprovoked,USA,Others,F,39,Left ankle nipped (3 punctures wounds),No Fatal,Afternoon
Jul,1983,Unprovoked,BAHAMAS,Spearfishing,M,13,Lacerations to left calf,No Fatal,Afternoon
Jun,1983,Unprovoked,USA,Swimming,M,42,Left foot bitten,No Fatal,Morning
Jun,1983,Unprovoked,BAHAMAS,Spearfishing,M,15,FATAL,Fatal,Afternoon
Jun,1983,Unprovoked,USA,Surfing,M,21,Left foot lacerated,No Fatal,Afternoon
Apr,1983,Unprovoked,SOUTH AFRICA,Fishing,M,27,Puncture wounds to foot,No Fatal,Evening
Apr,1983,Unprovoked,USA,Surfing,M,16,Left foot bitten,No Fatal,Morning
Feb,1983,Unprovoked,SOUTH AFRICA,Others,M,16,Puncture wounds to buttocks,No Fatal,Afternoon
Jan,1983,Unprovoked,SOUTH AFRICA,Others,M,22,Left foot lacerated,No Fatal,Evening
Jan,1983,Unprovoked,SOUTH AFRICA,Spearfishing,M,32,"No injury, rammed by shark",No Fatal,Afternoon
Oct,1982,Unprovoked,USA,Others,M,26,Left foot lacerated,No Fatal,Morning
Sep,1982,Unprovoked,SOUTH AFRICA,Surfing,M,16,"No injury, pressure ding on surfboard",No Fatal,Afternoon
Sep,1982,Unprovoked,SOUTH AFRICA,Surfing,M,16,"No Injury, surfboard bitten",No Fatal,Afternoon
Sep,1982,Unprovoked,USA,Surfing,M,20,Laceration to lower left leg,No Fatal,Afternoon
Sep,1982,Unprovoked,USA,Diving,M,36,Lacerations to hand,No Fatal,Morning
Sep,1982,Unprovoked,USA,Others,M,28,Upper left thigh & buttocks bitten,No Fatal,Afternoon
Aug,1982,Unprovoked,USA,Surfing,M,17,"No Injury, board bitten",No Fatal,Morning
Aug,1982,Unprovoked,SOUTH AFRICA,Swimming,F,18,"Left knee, lower leg & foot bitten",No Fatal,Afternoon
Jul,1982,Unprovoked,SOUTH AFRICA,Others,M,20,"No injury, swim fin bitten",No Fatal,Afternoon
Jul,1982,Unprovoked,SOUTH AFRICA,Others,M,38,"No injury, ski bitten",No Fatal,Afternoon
Jul,1982,Unprovoked,USA,Others,M,26,"No Injury, board bitten",No Fatal,Morning
Jul,1982,Unprovoked,USA,Swimming,M,17,Left ankle bitten,No Fatal,Afternoon
Jul,1982,Unprovoked,USA,Swimming,F,19,Laceration to left leg,No Fatal,Afternoon
Jun,1982,Unprovoked,SOUTH AFRICA,Surfing,M,27,FATAL,Fatal,Morning
Jun,1982,Unprovoked,USA,Swimming,M,20,Left arm bitten,No Fatal,Afternoon
Jun,1982,Unprovoked,BAHAMAS,Spearfishing,M,19,Arm severed at elbow,No Fatal,Evening
Feb,1982,Unprovoked,AUSTRALIA,Spearfishing,M,32,"FATAL, body not recovered",Fatal,Evening
Feb,1982,Unprovoked,USA,Surfing,M,18,Lacerations to left hand and forearm,No Fatal,Evening
Feb,1982,Unprovoked,USA,Swimming,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,No Fatal,Morning
Feb,1982,Unprovoked,USA,Others,M,0,Calf & ankle bitten,No Fatal,Morning
Jan,1982,Unprovoked,SOUTH AFRICA,Swimming,M,20,Right shin & toe lacerated,No Fatal,Afternoon
Dec,1981,Unprovoked,USA,Surfing,M,24,"FATAL, torso bitten ",Fatal,Evening
Nov,1981,Unprovoked,USA,Diving,M,59,Hand bitten,No Fatal,Evening
Oct,1981,Unprovoked,USA,Swimming,M,19,Hand & forearm bitten,No Fatal,Morning
Oct,1981,Unprovoked,USA,Surfing,M,24,Laceration to right leg,No Fatal,Evening
Sep,1981,Unprovoked,USA,Surfing,M,28,5 puncture marks to hip,No Fatal,Evening
Sep,1981,Unprovoked,USA,Swimming,M,26,"FATAL, right calf bitten  ",Fatal,Evening
Sep,1981,Unprovoked,USA,Surfing,M,25,Lacerations to 2 fingers of left hand,No Fatal,Afternoon
Sep,1981,Unprovoked,USA,Surfing,M,24,Laceration to foot,No Fatal,Morning
Aug,1981,Unprovoked,USA,Surfing,M,15,Laceration to left ankle,No Fatal,Evening
Aug,1981,Provoked,USA,Spearfishing,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",No Fatal,Evening
Aug,1981,Unprovoked,USA,Others,F,19,FATAL,Fatal,Evening
Aug,1981,Unprovoked,BAHAMAS,Others,M,53,Upper right arm bitten,No Fatal,Afternoon
Jul,1981,Unprovoked,USA,Swimming,F,16,"Foot bitten between arch & big toe, no stitches required",No Fatal,Evening
Jul,1981,Unprovoked,SOUTH AFRICA,Surfing,M,32,7 lacerations to right foot,No Fatal,Morning
Jul,1981,Unprovoked,USA,Spearfishing,M,0,Left foot & ankle lacerated,No Fatal,Evening
Feb,1981,Unprovoked,SOUTH AFRICA,Swimming,M,30,Foot lacerated,No Fatal,Afternoon
Feb,1981,Unprovoked,USA,Surfing,M,15,Lacerations & punctures in left calf & ankle,No Fatal,Afternoon
Jan,1981,Unprovoked,USA,Others,M,25,3 small punctures in scalp & ripped nostril,No Fatal,Evening
Nov,1980,Unprovoked,REUNION,Spearfishing,M,22,Bitten twice,No Fatal,Afternoon
Oct,1980,Unprovoked,USA,Surfing,M,29,Thigh lacerated,No Fatal,Afternoon
Oct,1980,Unprovoked,USA,Surfing,M,19,No injury,No Fatal,Morning
Jul,1980,Unprovoked,USA,Others,M,15,Back bitten,No Fatal,Afternoon
Jul,1980,Unprovoked,USA,Others,F,22,"No injury, shark bit her bathing suit",No Fatal,Afternoon
Jun,1980,Provoked,USA,Others,F,44,Laceration to lower leg   PROVOKED INCIDENT,No Fatal,Evening
Apr,1980,Unprovoked,MEXICO,Others,F,13,Right calf bitten,No Fatal,Afternoon
Jan,1980,Unprovoked,SOUTH AFRICA,Others,M,24,"Both hands & heel of left foot lacerated, right foot severed",No Fatal,Afternoon
Jan,1980,Unprovoked,KENYA,Spearfishing,M,29,Ankle & foot lacerated,No Fatal,Evening
Jan,1980,Provoked,SOUTH AFRICA,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",No Fatal,Evening
Jan,1980,Unprovoked,SOUTH AFRICA,Swimming,M,25,3 small punctures on arm,No Fatal,Evening
Jan,1980,Unprovoked,CHILE,Diving,M,0,FATAL  ,Fatal,Morning
Dec,1979,Unprovoked,SOUTH AFRICA,Swimming,M,18,Shin lacerated,No Fatal,Afternoon
Dec,1979,Unprovoked,PORTUGAL,Spearfishing,M,19,FATAL,Fatal,Evening
Nov,1979,Unprovoked,USA,Surfing,M,20,Multiple major Injuries,No Fatal,Morning
Sep,1979,Unprovoked,AUSTRALIA,Others,M,18,Leg bitten,No Fatal,Evening
Jun,1979,Unprovoked,USA,Others,M,56,Lacerations to leg,No Fatal,Morning
Apr,1979,Unprovoked,USA,Swimming,M,24,Right foot & ankle lacerated,No Fatal,Afternoon
Apr,1979,Unprovoked,USA,Others,M,0,Right foot bitten,No Fatal,Morning
Feb,1979,Unprovoked,SOUTH AFRICA,Surfing,M,19,Punctures on left thigh,No Fatal,Afternoon
Dec,1978,Unprovoked,SOUTH AFRICA,Spearfishing,M,23,"FATAL, legs bitten ",Fatal,Afternoon
Sep,1978,Unprovoked,SOUTH AFRICA,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",No Fatal,Afternoon
Sep,1978,Unprovoked,ITALY,Diving,M,0,No injury,No Fatal,Morning
Aug,1978,Unprovoked,USA,Others,M,0,Punctures on leg (minor injury),No Fatal,Afternoon
Jan,1978,Unprovoked,SOUTH AFRICA,Surfing,M,17,"Left leg, ankle & foot bitten",No Fatal,Afternoon
Dec,1977,Unprovoked,USA,Swimming,M,49,Feet lacerated,No Fatal,Night
Dec,1977,Unprovoked,SOUTH AFRICA,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",No Fatal,Morning
Oct,1977,Unprovoked,SOUTH AFRICA,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",No Fatal,Afternoon
Aug,1977,Unprovoked,AUSTRALIA,Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",No Fatal,Afternoon
Aug,1977,Unprovoked,SOUTH AFRICA,Fishing,M,0,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",No Fatal,Afternoon
Aug,1977,Unprovoked,USA,Others,M,20,Leg lacerated,No Fatal,Morning
Jul,1977,Unprovoked,USA,Others,M,21,Laceration to right hand,No Fatal,Night
Jun,1977,Provoked,USA,Spearfishing,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",No Fatal,Afternoon
Jun,1977,Unprovoked,USA,Others,M,25,Lacerations to wrist,No Fatal,Evening
Feb,1977,Unprovoked,AUSTRALIA,Others,M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",No Fatal,Evening
Dec,1976,Unprovoked,USA,Others,M,29,Buttocks & hip bitten,No Fatal,Morning
Nov,1976,Unprovoked,SOUTH AFRICA,Others,M,19,Torso bitten,No Fatal,Afternoon
Nov,1976,Unprovoked,USA,Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",No Fatal,Morning
Oct,1976,Unprovoked,USA,Surfing,M,25,Leg bitten ,No Fatal,Afternoon
Oct,1976,Unprovoked,SOUTH AFRICA,Surfing,M,20,Left thigh lacerated,No Fatal,Morning
Sep,1976,Unprovoked,AUSTRALIA,Others,M,27,"Right leg bitten below the knee, left ankle & foot lacerated",No Fatal,Evening
Sep,1976,Unprovoked,USA,Surfing,M,15,Laceration to left lower leg,No Fatal,Afternoon
Aug,1976,Unprovoked,USA,Surfing,M,19,"No injury, board bitten",No Fatal,Afternoon
Jul,1976,Unprovoked,USA,Spearfishing,M,24,Lacerations to forearms,No Fatal,Morning
Jul,1976,Unprovoked,USA,Spearfishing,M,23,"""lost part of a finger""",No Fatal,Evening
Jun,1976,Unprovoked,USA,Others,M,17,Lacerations to right arm,No Fatal,Night
Jan,1976,Unprovoked,USA,Spearfishing,M,25,Puncture wounds to head & neck,No Fatal,Evening
Jan,1976,Unprovoked,NEW ZEALAND,Spearfishing,M,0,FATAL,Fatal,Afternoon
Dec,1975,Unprovoked,USA,Others,M,27,Leg bitten,No Fatal,Afternoon
Dec,1975,Provoked,AUSTRALIA,Others,M,35,Tooth mark in left elbow PROVOKED INCIDENT,No Fatal,Evening
Nov,1975,Unprovoked,AUSTRALIA,Others,M,20,Laceration to posterior thigh,No Fatal,Evening
Nov,1975,Unprovoked,SOUTH AFRICA,Others,M,33,Left foot lacerated,No Fatal,Morning
Nov,1975,Unprovoked,USA,Surfing,M,18,Foot bitten,No Fatal,Evening
Oct,1975,Unprovoked,AUSTRALIA,Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",No Fatal,Evening
Sep,1975,Unprovoked,SOUTH AFRICA,Others,M,21,Right foot & ankle lacerated,No Fatal,Evening
Aug,1975,Unprovoked,SOUTH AFRICA,Surfing,M,19,Left leg & surfboard bitten,No Fatal,Afternoon
Aug,1975,Unprovoked,USA,Others,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",No Fatal,Afternoon
Aug,1975,Unprovoked,USA,Others,M,44,"Shoulder, arm & hand lacerated",No Fatal,Afternoon
Jul,1975,Unprovoked,AUSTRALIA,Others,M,37,FATAL,Fatal,Afternoon
Jul,1975,Unprovoked,AUSTRALIA,Surfing,M,21,Buttocks & leg bitten,No Fatal,Evening
Jul,1975,Unprovoked,USA,Others,M,23,Legs bitten,No Fatal,Afternoon
Jul,1975,Unprovoked,USA,Others,M,34,"No injury, swim fin torn",No Fatal,Afternoon
Jul,1975,Unprovoked,USA,Swimming,F,14,Arm lacerated,No Fatal,Evening
Jul,1975,Provoked,AUSTRALIA,Spearfishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,No Fatal,Evening
Jun,1975,Unprovoked,USA,Swimming,M,18,Lacerations to right foot,No Fatal,Afternoon
Jun,1975,Unprovoked,USA,Others,F,15,Hand & wrist bitten,No Fatal,Afternoon
Apr,1975,Unprovoked,SOUTH AFRICA,Spearfishing,M,0,"No injury, rammed by shark",No Fatal,Afternoon
Feb,1975,Unprovoked,SOUTH AFRICA,Surfing,M,16,Foot severed,No Fatal,Morning
Feb,1975,Unprovoked,AUSTRALIA,Swimming,M,12,Right leg  severed FATAL,Fatal,Evening
Feb,1975,Unprovoked,AUSTRALIA,Others,M,45,Puncture wounds to right shoulder,No Fatal,Evening
Feb,1975,Provoked,SOUTH AFRICA,Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,No Fatal,Evening
Nov,1974,Unprovoked,USA,Others,M,24,Laceration to foot,No Fatal,Afternoon
Sep,1974,Unprovoked,USA,Surfing,M,17,"Thigh, lower back and surfboard bitten",No Fatal,Morning
Sep,1974,Unprovoked,USA,Others,M,29,Major injuries,No Fatal,Afternoon
Sep,1974,Unprovoked,ISRAEL,Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",No Fatal,Afternoon
Sep,1974,Unprovoked,USA,Others,M,41,Minor injuries to hand,No Fatal,Afternoon
Sep,1974,Unprovoked,USA,Others,M,48,Minor bite on foot & swimfin,No Fatal,Afternoon
Sep,1974,Unprovoked,USA,Surfing,M,24,No injury,No Fatal,Morning
Aug,1974,Unprovoked,CROATIA,,M,21,Foot severed FATAL,Fatal,Afternoon
Jul,1974,Unprovoked,USA,Others,M,36,Minor bite on heel & swim fin bitten,No Fatal,Evening
Jul,1974,Unprovoked,USA,Swimming,M,17,FATAL,Fatal,Evening
Jul,1974,Unprovoked,USA,Others,M,10,Arm bitten FATAL,Fatal,Evening
Jun,1974,Unprovoked,USA,Swimming,F,61,Lacerations to hip and leg,No Fatal,Morning
Apr,1974,Unprovoked,SOUTH AFRICA,Spearfishing,M,22,Left knee lacerated,No Fatal,Afternoon
Apr,1974,Unprovoked,SOUTH AFRICA,Others,M,19,Lower right leg lacerated,No Fatal,Afternoon
Apr,1974,Unprovoked,SOUTH AFRICA,Surfing,M,17,Right foot lacerated,No Fatal,Afternoon
Feb,1974,Unprovoked,SOUTH AFRICA,Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",No Fatal,Evening
Feb,1974,Unprovoked,SOUTH AFRICA,Swimming,M,19,Right shin lacerated,No Fatal,Evening
Jan,1974,Unprovoked,SOUTH AFRICA,Others,M,42,2 minor lacerations in foot,No Fatal,Evening
Jan,1974,Unprovoked,AUSTRALIA,Diving,M,26,"FATAL, right leg severed  ",Fatal,Evening
Jan,1974,Unprovoked,SOUTH AFRICA,Swimming,M,33,Knee & calf lacerated,No Fatal,Afternoon
Dec,1973,Unprovoked,MOZAMBIQUE,Spearfishing,M,41,"Right leg severed at knee, abrasion on left ankle",No Fatal,Morning
Dec,1973,Unprovoked,MOZAMBIQUE,Swimming,M,20,FATAL,Fatal,Afternoon
Dec,1973,Unprovoked,MEXICO,Swimming,M,20,FATAL,Fatal,Afternoon
Nov,1973,Unprovoked,USA,Surfing,M,13,Foot bitten,No Fatal,Afternoon
Sep,1973,Unprovoked,BAHAMAS,Others,M,11,Left hand & forearm lacerated,No Fatal,Afternoon
Sep,1973,Unprovoked,MEXICO,Others,M,37,"FATAL, leg bitten ",Fatal,Afternoon
Aug,1973,Unprovoked,AUSTRALIA,Surfing,M,16,Right foot severed,No Fatal,Evening
Aug,1973,Unprovoked,USA,Others,M,17,Elbow bitten,No Fatal,Evening
Apr,1973,Unprovoked,MEXICO,Others,M,45,"FATAL, multiple bites ",Fatal,Evening
Dec,1972,Unprovoked,SOUTH AFRICA,Others,M,29,Lower left leg & foot bitten,No Fatal,Afternoon
Dec,1972,Unprovoked,MOZAMBIQUE,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",No Fatal,Afternoon
Dec,1972,Unprovoked,MEXICO,Others,M,17,"FATAL, hand severed, right leg and torso bitten ",Fatal,Afternoon
Dec,1972,Unprovoked,SOUTH AFRICA,Swimming,M,0,"No injury, swim fin bitten",No Fatal,Morning
Oct,1972,Unprovoked,AUSTRALIA,Surfing,M,19,Lacerations to thigh & buttocks,No Fatal,Evening
Sep,1972,Unprovoked,USA,Surfing,M,0,Legs & board bitten,No Fatal,Morning
Aug,1972,Unprovoked,USA,Surfing,M,15,Left calf bitten,No Fatal,Evening
Aug,1972,Unprovoked,AUSTRALIA,Diving,M,45,Left foot bitten,No Fatal,Evening
Jun,1972,Unprovoked,USA,Surfing,M,22,Buttocks bitten,No Fatal,Morning
Apr,1972,Unprovoked,unknown,Swimming,M,25,FATAL,Fatal,Evening
Apr,1972,Unprovoked,MOZAMBIQUE,Swimming,M,19,FATAL,Fatal,Afternoon
Feb,1972,Unprovoked,AUSTRALIA,Surfing,M,18,Laceration above knee,No Fatal,Morning
Jan,1972,Unprovoked,SOUTH AFRICA,Others,F,30,Foot bitten,No Fatal,Evening
Jan,1972,Unprovoked,MOZAMBIQUE,Others,M,24,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",No Fatal,Afternoon
Dec,1971,Unprovoked,SOUTH AFRICA,Swimming,F,16,Right forearm bitten,No Fatal,Afternoon
Oct,1971,Unprovoked,USA,Surfing,M,18,"Right shoulder, arm & hand bitten",No Fatal,Afternoon
Oct,1971,Unprovoked,SOUTH AFRICA,Swimming,M,25,Wrist & hand lacerated,No Fatal,Evening
Oct,1971,Unprovoked,USA,Others,M,30,Bitten on legs,No Fatal,Afternoon
Sep,1971,Unprovoked,CROATIA,Swimming,M,34,FATAL,Fatal,Morning
Aug,1971,Provoked,AUSTRALIA,Others,M,26,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,No Fatal,Afternoon
Jul,1971,Unprovoked,USA,Others,M,0,Laceration to left ankle,No Fatal,Afternoon
Jun,1971,Unprovoked,SOUTH AFRICA,Surfing,M,21,Leg & surfboard bitten,No Fatal,Afternoon
Jun,1971,Unprovoked,unknown,Others,M,32,"No injury, said to have been attacked by shark but drove it away with a lobster hook",No Fatal,Evening
Apr,1971,Unprovoked,SOUTH AFRICA,Swimming,M,50,"FATAL, multiple bites ",Fatal,Morning
Apr,1971,Unprovoked,MEXICO,Surfing,M,19,"FATAL, left thigh bitten ",Fatal,Morning
Dec,1970,Unprovoked,MOZAMBIQUE,Fishing,M,18,"FATAL, arm severed  ",Fatal,Afternoon
Dec,1970,Unprovoked,MICRONESIA,Fishing,M,0,Laceration to thigh,No Fatal,Evening
Sep,1970,Unprovoked,MICRONESIA,Diving,M,43,Lacerations & punctures to right arm & shoulder ,No Fatal,Morning
Sep,1970,Provoked,PALAU,Spearfishing,M,20,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",No Fatal,Evening
Sep,1970,Unprovoked,USA,Others,M,18,Laceration to left foot,No Fatal,Morning
Jun,1970,Provoked,USA,Fishing,M,13,Bitten on calf by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jun,1970,Provoked,SOUTH AFRICA,Diving,M,25,2 cm laceration on knee PROVOKED INCIDENT,No Fatal,Afternoon
Jun,1970,Unprovoked,GRENADA,Others,M,16,"FATAL, multiple injuries to both legs  ",Fatal,Afternoon
Jun,1970,Unprovoked,GRENADA,Others,M,18,"FATAL, body not recovered",Fatal,Afternoon
Apr,1970,Unprovoked,GRENADA,Swimming,M,14,"FATAL, body not recovered",Fatal,Afternoon
Jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,16,Leg severed at knee,No Fatal,Evening
Jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,12,"Arm severed, thigh bitten",No Fatal,Evening
Jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,10,Leg severed at knee,No Fatal,Evening
Nov,1969,Unprovoked,AUSTRALIA,Swimming,M,15,Left thigh lacerated,No Fatal,Afternoon
Oct,1969,Unprovoked,USA,Diving,M,0,No injury,No Fatal,Morning
Sep,1969,Unprovoked,USA,Others,M,53,Leg & ankle severely bitten,No Fatal,Morning
Aug,1969,Unprovoked,USA,Surfing,M,15,Lacerations to lower leg,No Fatal,Morning
Aug,1969,Unprovoked,USA,Others,M,13,Lacerations to right lower leg & left arm and hand,No Fatal,Afternoon
Jul,1969,Provoked,USA,,M,13,Scrape on head. Recorded as PROVOKED INCIDENT,No Fatal,Afternoon
Jul,1969,Unprovoked,USA,Others,M,0,"Foot bitten, minor injury",No Fatal,Afternoon
Jun,1969,Unprovoked,USA,Others,M,22,No details,No Fatal,Evening
Jun,1969,Unprovoked,JAMAICA,Diving,M,27,Multiple lacerations,No Fatal,Morning
Jun,1969,Unprovoked,USA,Others,M,0,No injury,No Fatal,Evening
Aug,1969,Provoked,USA,Fishing,M,0,Laceration to foot from dead shark PROVOKED INCIDENT,No Fatal,Evening
Jan,1969,Unprovoked,AUSTRALIA,Others,M,21,Abrasions and lacerations to lower right leg,No Fatal,Morning
Dec,1968,Provoked,AUSTRALIA,Others,M,27,Laceration to finger by a captive shark PROVOKED INCIDENT,No Fatal,Morning
Dec,1968,Unprovoked,NEW ZEALAND,Surfing,M,17,"Hit in face by shark, arm abraded, surfboard bitten",No Fatal,Afternoon
Dec,1968,Unprovoked,SOUTH AFRICA,Spearfishing,M,28,"No injury, left elbow & torso bumped by sharks",No Fatal,Evening
Nov,1968,Unprovoked,SOUTH AFRICA,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",No Fatal,Evening
Sep,1968,Unprovoked,NEW ZEALAND,Spearfishing,M,24,"FATAL, left leg bitten, femoral artery severed  ",Fatal,Morning
Aug,1968,Unprovoked,USA,Others,F,12,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",No Fatal,Afternoon
