date,year,type,country,area,activity,sex,age,injury,fatal,time
Aug,1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,18,"Left knee, lower leg & foot bitten",N,12h00
Jul,1982,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Boogie boarding,M,20,"No injury, swim fin bitten",,16h00
Jul,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Paddleskiing,M,38,"No injury, ski bitten",N,16h00
Jul,1982,Unprovoked,USA,California,Paddle Boarding,M,26,"No Injury, board bitten",N,11h00
Jul,1982,Unprovoked,USA,Florida,Swimming,M,17,Left ankle bitten,N,Late afternoon
Jul,1982,Unprovoked,USA,Florida,Swimming,F,19,Laceration to left leg,N,14h30
Jun,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,27,FATAL,Y,09h30
Jun,1982,Unprovoked,USA,South Carolina,Swimming,M,20,Left arm bitten,N,16h30
Jun,1982,Unprovoked,BAHAMAS,Andros Islands,Spearfishing ,M,19,Arm severed at elbow,N,
Feb,1982,Unprovoked,AUSTRALIA,Tasmania,Spearfishing,M,32,"FATAL, body not recovered",Y,
Feb,1982,Unprovoked,USA,Florida,Surfing,M,18,Lacerations to left hand and forearm,N,
Feb,1982,Unprovoked,USA,Florida,Swimming,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Prior to 10h37
Feb,1982,Unprovoked,USA,California,Scuba diving (submerged),M,0,Calf & ankle bitten,N,11h00
Jan,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,20,Right shin & toe lacerated,N,16h30
Dec,1981,Unprovoked,USA,California,Surfing,M,24,"FATAL, torso bitten ",Y,Evening
Nov,1981,Unprovoked,USA,Hawaii,Diving to untangle a crab trap line from boat's propeller,M,59,Hand bitten,N,
Oct,1981,Unprovoked,USA,Florida,Swimming,M,19,Hand & forearm bitten,N,11h30
Oct,1981,Unprovoked,USA,Florida,Surfing,M,24,Laceration to right leg,N,
Sep,1981,Unprovoked,USA,Florida,Surfing,M,28,5 puncture marks to hip,N,18h00
Sep,1981,Unprovoked,USA,Florida,Swimming,M,26,"FATAL, right calf bitten  ",Y,P.M.
Sep,1981,Unprovoked,USA,Florida,Surfing,M,25,Lacerations to 2 fingers of left hand,N,12h00
Sep,1981,Unprovoked,USA,Florida,Surfing,M,24,Laceration to foot,N,Morning
Aug,1981,Unprovoked,USA,Florida,Surfing,M,15,Laceration to left ankle,N,
Aug,1981,Provoked,USA,Florida,Spearfishing,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,
Aug,1981,Unprovoked,USA,Florida,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,19,FATAL,Y,Daybreak
Aug,1981,Unprovoked,BAHAMAS,Grand Bahama Island,Snorkeling on surface,M,53,Upper right arm bitten,N,12h00
Jul,1981,Unprovoked,USA,Florida,Swimming,F,16,"Foot bitten between arch & big toe, no stitches required",N,
Jul,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,32,7 lacerations to right foot,N,10h15
Jul,1981,Unprovoked,USA,Florida,Spearfishing,M,0,Left foot & ankle lacerated,N,18h10
Feb,1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,30,Foot lacerated,N,17h20
Feb,1981,Unprovoked,USA,Florida,Surfing,M,15,Lacerations & punctures in left calf & ankle,N,13h30
Jan,1981,Unprovoked,USA,Florida,Commercial spearfishing,M,25,3 small punctures in scalp & ripped nostril,N,
Nov,1980,Unprovoked,REUNION,Grand'Anse,Spearfishing,M,22,Bitten twice,N,15h00
Oct,1980,Unprovoked,USA,Oregon,Surfing,M,29,Thigh lacerated,N,15h45
Oct,1980,Unprovoked,USA,California,Surfing,M,19,No injury,N,09h30
Jul,1980,Unprovoked,USA,New Jersey,Body surfing,M,15,Back bitten,N,15h00
Jul,1980,Unprovoked,USA,Delaware,Standing,F,22,"No injury, shark bit her bathing suit",N,Afternoon
Jun,1980,Provoked,USA,California,Scuba diving,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,
Apr,1980,Unprovoked,MEXICO,Sinaloa,Body surfing,F,13,Right calf bitten,N,Early afternoon
Jan,1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,14h45
Jan,1980,Unprovoked,KENYA,Lamu Archipelago,Spearfishing,M,29,Ankle & foot lacerated,N,
Jan,1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,05h00
Jan,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,25,3 small punctures on arm,N,18h30
Jan,1980,Unprovoked,CHILE,Los Vilos,Hookah Diving,M,0,FATAL  ,Y,11h00
Dec,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,18,Shin lacerated,N,16h20
Dec,1979,Unprovoked,PORTUGAL,Madeira Islands,Spearfishing,M,19,FATAL,Y,
Nov,1979,Unprovoked,USA,Oregon,Surfing,M,20,Multiple major Injuries,N,10h20
Sep,1979,Unprovoked,AUSTRALIA,New South Wales,Scuba diving,M,18,Leg bitten,N,
Jun,1979,Unprovoked,USA,Florida,Floating with life preserver after his boat foundered,M,56,Lacerations to leg,N,Morning
Apr,1979,Unprovoked,USA,Florida,Swimming,M,24,Right foot & ankle lacerated,N,13h20
Apr,1979,Unprovoked,USA,Florida,Body surfing,M,0,Right foot bitten,N,10h30
Feb,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Surfing, collided with shark",M,19,Punctures on left thigh,N,13h15
Dec,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,23,"FATAL, legs bitten ",Y,16h45
Sep,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16h00
Sep,1978,Unprovoked,ITALY,Tyrrhenian Sea,Diving,M,0,No injury,N,11h00
Aug,1978,Unprovoked,USA,California,Wading,M,0,Punctures on leg (minor injury),N,12h45
Jan,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,17,"Left leg, ankle & foot bitten",N,12h45
Dec,1977,Unprovoked,USA,Hawaii,"Swimming, after single-engine aircraft went down in the sea",M,49,Feet lacerated,N,Night
Dec,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00
Oct,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,16h00
Aug,1977,Unprovoked,AUSTRALIA,South Australia,Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,16h00
Aug,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing,M,0,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13h30
Aug,1977,Unprovoked,USA,California,Free diving for abalone (surfacing),M,20,Leg lacerated,N,11h45
Jul,1977,Unprovoked,USA,California,40' fishing boat sank,M,21,Laceration to right hand,N,Night
Jun,1977,Provoked,USA,Florida,Spearfishing / Scuba diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Late afternoon
Jun,1977,Unprovoked,USA,Texas,Collecting fish from net,M,25,Lacerations to wrist,N,
Feb,1977,Unprovoked,AUSTRALIA,New South Wales,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,
Dec,1976,Unprovoked,USA,California,Hookah diving for abalone (submerged),M,29,Buttocks & hip bitten,N,09h00
Nov,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Torso bitten,N,16h05
Nov,1976,Unprovoked,USA,Florida,Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10h55
Oct,1976,Unprovoked,USA,California,Surfing,M,25,Leg bitten ,N,14h30
Oct,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,20,Left thigh lacerated,N,11h00
Sep,1976,Unprovoked,AUSTRALIA,South Australia,"Skindiving,",M,27,"Right leg bitten below the knee, left ankle & foot lacerated",N,
Sep,1976,Unprovoked,USA,Florida,Surfing,M,15,Laceration to left lower leg,N,14h00
Aug,1976,Unprovoked,USA,Oregon,Surfing,M,19,"No injury, board bitten",N,14h00
Jul,1976,Unprovoked,USA,Florida,Spearfishing,M,24,Lacerations to forearms,N,10h30
Jul,1976,Unprovoked,USA,Florida,Spearfishing,M,23,"""lost part of a finger""",N,
Jun,1976,Unprovoked,USA,Florida,Skindiving,M,17,Lacerations to right arm,N,Night
Jan,1976,Unprovoked,USA,Florida,Spearfishing / scuba diving,M,25,Puncture wounds to head & neck,N,
Jan,1976,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,0,FATAL,Y,13h00
Dec,1975,Unprovoked,USA,California,Scuba diving & spearfishing,M,27,Leg bitten,N,12h00
Dec,1975,Provoked,AUSTRALIA,New South Wales,Filming & feeding captive sharks,M,35,Tooth mark in left elbow PROVOKED INCIDENT,N,
Nov,1975,Unprovoked,AUSTRALIA,New South Wales,Standing,M,20,Laceration to posterior thigh,N,
Nov,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,33,Left foot lacerated,N,10h00
Nov,1975,Unprovoked,USA,Florida,Surfing,M,18,Foot bitten,N,
Oct,1975,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,
Sep,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddleskiing,M,21,Right foot & ankle lacerated,N,
Aug,1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,19,Left leg & surfboard bitten,N,13h30
Aug,1975,Unprovoked,USA,Florida,Floating on a small orange raft ,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,12h00
Aug,1975,Unprovoked,USA,California,Free diving for abalone,M,44,"Shoulder, arm & hand lacerated",N,13h30
Jul,1975,Unprovoked,AUSTRALIA,Tasmania,Scuba diving for abalone,M,37,FATAL,Y,Afternoon
Jul,1975,Unprovoked,AUSTRALIA,Queensland,Surfing,M,21,Buttocks & leg bitten,N,
Jul,1975,Unprovoked,USA,California,Scuba diving for abalone (at surface),M,23,Legs bitten,N,14h30
Jul,1975,Unprovoked,USA,California,Hookah diving for abalone,M,34,"No injury, swim fin torn",N,13h30
Jul,1975,Unprovoked,USA,Florida,Swimming,F,14,Arm lacerated,N,Mid-morning
Jul,1975,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,
Jun,1975,Unprovoked,USA,South Carolina,Swimming ,M,18,Lacerations to right foot,N,16h30
Jun,1975,Unprovoked,USA,South Carolina,Standing,F,15,Hand & wrist bitten,N,14h30
Apr,1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing Competition,M,0,"No injury, rammed by shark",N,Afternoon
Feb,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,16,Foot severed,N,10h55
Feb,1975,Unprovoked,AUSTRALIA,South Australia,Swimming underwater from crayfish cage to a fishing bait,M,12,Right leg  severed FATAL,Y,18h00
Feb,1975,Unprovoked,AUSTRALIA,Victoria,Crayfishing,M,45,Puncture wounds to right shoulder,N,
Feb,1975,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,
Nov,1974,Unprovoked,USA,Florida,Standing,M,24,Laceration to foot,N,Afternoon
Sep,1974,Unprovoked,USA,California,Surfing,M,17,"Thigh, lower back and surfboard bitten",N,07h30
Sep,1974,Unprovoked,USA,California,Hookah diving for abalone,M,29,Major injuries,N,13h45
Sep,1974,Unprovoked,ISRAEL,Red Sea,Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,17h00
Sep,1974,Unprovoked,USA,California,Scuba diving (but on surface),M,41,Minor injuries to hand,N,17h30
Sep,1974,Unprovoked,USA,California,Scuba diving (but on surface),M,48,Minor bite on foot & swimfin,N,17h30
Sep,1974,Unprovoked,USA,Oregon,Surfing,M,24,No injury,N,Morning
Aug,1974,Unprovoked,CROATIA, Split-Dalmatia County,,M,21,Foot severed FATAL,Y,15h00
Jul,1974,Unprovoked,USA,California,Free diving for abalone (submerged),M,36,Minor bite on heel & swim fin bitten,N,
Jul,1974,Unprovoked,USA,Georgia,Swimming,M,17,FATAL,Y,
Jul,1974,Unprovoked,USA,Florida ,Adrift after the sinking of the motor yacht Princess Dianne,M,10,Arm bitten FATAL,Y,
Jun,1974,Unprovoked,USA,Florida,Swimming,F,61,Lacerations to hip and leg,N,08h55
Apr,1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,22,Left knee lacerated,N,Late afternoon
Apr,1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,19,Lower right leg lacerated,N,15h30
Apr,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,17,Right foot lacerated,N,16h30
Feb,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",N,19h00
Feb,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,19,Right shin lacerated,N,19h00
Jan,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting,M,42,2 minor lacerations in foot,N,
Jan,1974,Unprovoked,AUSTRALIA,South Australia,Diving for abalone,M,26,"FATAL, right leg severed  ",Y,
Jan,1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,33,Knee & calf lacerated,N,14h10
Dec,1973,Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,M,41,"Right leg severed at knee, abrasion on left ankle",N,11h20
Dec,1973,Unprovoked,MOZAMBIQUE,Gaza,Swimming ,M,20,FATAL,Y,12h00
Dec,1973,Unprovoked,MEXICO,Guerrero,Swimming alongside yacht Mexico Fiesta,M,20,FATAL,Y,Late afternoon
Nov,1973,Unprovoked,USA,Florida,Surfing,M,13,Foot bitten,N,Afternoon
Sep,1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Free diving, Spearfishing",M,11,Left hand & forearm lacerated,N,14h30
Sep,1973,Unprovoked,MEXICO,Baja California,"Free diving, Spearfishing",M,37,"FATAL, leg bitten ",Y,16h45
Aug,1973,Unprovoked,AUSTRALIA,Queensland,Surfing,M,16,Right foot severed,N,
Aug,1973,Unprovoked,USA,Virginia,Crabbing (spearing crabs),M,17,Elbow bitten,N,
Apr,1973,Unprovoked,MEXICO,Guerrero,Wading,M,45,"FATAL, multiple bites ",Y,18h00
Dec,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,29,Lower left leg & foot bitten,N,14h00
Dec,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",N,15h00
Dec,1972,Unprovoked,MEXICO,Guerrero,Body surfing,M,17,"FATAL, hand severed, right leg and torso bitten ",Y,Afternoon
Dec,1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,0,"No injury, swim fin bitten",N,09h00
Oct,1972,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,19,Lacerations to thigh & buttocks,N,
Sep,1972,Unprovoked,USA,California,Surfing,M,0,Legs & board bitten,N,10h00
Aug,1972,Unprovoked,USA,Florida,Surfing,M,15,Left calf bitten,N,Evening
Aug,1972,Unprovoked,AUSTRALIA,Tasmania,Diving for abalone,M,45,Left foot bitten,N,
Jun,1972,Unprovoked,USA,Florida,Surfing,M,22,Buttocks bitten,N,11h30
Apr,1972,Unprovoked,unknown,Upolu Island,Swimming,M,25,FATAL,Y,
Apr,1972,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,19,FATAL,Y,17h00
Feb,1972,Unprovoked,AUSTRALIA,Victoria,Surfing,M,18,Laceration above knee,N,11h00
Jan,1972,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,F,30,Foot bitten,N,20h00
Jan,1972,Unprovoked,MOZAMBIQUE,Gaza,Standing,M,24,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",N,16h20
Dec,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,16,Right forearm bitten,N,14h45
Oct,1971,Unprovoked,USA,Florida,Surfing,M,18,"Right shoulder, arm & hand bitten",N,Afternoon
Oct,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,25,Wrist & hand lacerated,N,Evening
Oct,1971,Unprovoked,USA,California,Scuba diving,M,30,Bitten on legs,N, 14h00
Sep,1971,Unprovoked,CROATIA,Istria County,Swimming,M,34,FATAL,Y,10h30
Aug,1971,Provoked,AUSTRALIA,New South Wales,Scuba diving & feeding fish,M,26,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,13h15
Jul,1971,Unprovoked,USA,Florida,Wading,M,0,Laceration to left ankle,N,Afternoon
Jun,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,21,Leg & surfboard bitten,N,15h35
Jun,1971,Unprovoked,unknown,South Devon,Scuba diving,M,32,"No injury, said to have been attacked by shark but drove it away with a lobster hook",N,
Apr,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,50,"FATAL, multiple bites ",Y,11h30
Apr,1971,Unprovoked,MEXICO,Guerrero,Surfing,M,19,"FATAL, left thigh bitten ",Y,11h00
Dec,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,M,18,"FATAL, arm severed  ",Y,15h00
Dec,1970,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,M,0,Laceration to thigh,N,23h00
Sep,1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,M,43,Lacerations & punctures to right arm & shoulder ,N,10h00
Sep,1970,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,M,20,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",N,
Sep,1970,Unprovoked,USA,Florida,Floating on a raft,M,18,Laceration to left foot,N,11h30
Jun,1970,Provoked,USA,Florida,Fishing,M,13,Bitten on calf by hooked shark PROVOKED INCIDENT,N,
Jun,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,M,25,2 cm laceration on knee PROVOKED INCIDENT,N,16h00
Jun,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,M,16,"FATAL, multiple injuries to both legs  ",Y,14h00
Jun,1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,M,18,"FATAL, body not recovered",Y,14h00
Apr,1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming,M,14,"FATAL, body not recovered",Y,16h00
Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,16,Leg severed at knee,N,
Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,12,"Arm severed, thigh bitten",N,
Jan,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,10,Leg severed at knee,N,
Nov,1969,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,15,Left thigh lacerated,N,Afternoon
Oct,1969,Unprovoked,USA,Hawaii,Diving,M,0,No injury,N,Morning
Sep,1969,Unprovoked,USA,California,Free diving for abalone,M,53,Leg & ankle severely bitten,N,11h20
Aug,1969,Unprovoked,USA,Florida,Surfing,M,15,Lacerations to lower leg,N,Morning
Aug,1969,Unprovoked,USA,Florida,Body surfing,M,13,Lacerations to right lower leg & left arm and hand,N,16h30
Jul,1969,Provoked,USA,Florida,,M,13,Scrape on head. Recorded as PROVOKED INCIDENT,N,16h00
Jul,1969,Unprovoked,USA,California,Freediving for abalone (at surface),M,0,"Foot bitten, minor injury",N,13h00
Jun,1969,Unprovoked,USA,Florida,Wading,M,22,No details,UNKNOWN,1600
Jun,1969,Unprovoked,JAMAICA,Clarendon,Diving,M,27,Multiple lacerations,N,Morning
Jun,1969,Unprovoked,USA,Florida,Wading,M,0,No injury,N,20h00
Aug,1969,Provoked,USA,Florida,Fishing,M,0,Laceration to foot from dead shark PROVOKED INCIDENT,N,
Jan,1969,Unprovoked,AUSTRALIA,New South Wales,Freediving,M,21,Abrasions and lacerations to lower right leg,N,07h30
Dec,1968,Provoked,AUSTRALIA,New South Wales,Feeding mullet to sharks,M,27,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Morning
Dec,1968,Unprovoked,NEW ZEALAND,South Island,Surfing,M,17,"Hit in face by shark, arm abraded, surfboard bitten",N,17h45
Dec,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,28,"No injury, left elbow & torso bumped by sharks",N,
Nov,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,
Sep,1968,Unprovoked,NEW ZEALAND,South Island,Spearfishing,M,24,"FATAL, left leg bitten, femoral artery severed  ",Y,10h15
Aug,1968,Unprovoked,USA,Florida,Playing with a frisbee in the shallows,F,12,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N,16h00
Aug,1968,Unprovoked,USA,Florida,Standing,M,15,Leg & arm bitten,N,17h00
Aug,1968,Unprovoked,unknown,Magdalena Department,Dynamite fishing,M,18,Lacerations to head,N,10h30
Jul,1968,Unprovoked,USA,California,Free diving,M,25,Major injury to torso,N,11h00
Jul,1968,Unprovoked,USA,Florida,Wading,M,33,Abrasions on lower leg,N,13h30
Jul,1968,Unprovoked,USA,South Carolina,Spearfishing using Scuba,M,33,Swimfin & knee bitten,N,Afternoon
Jun,1968,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,M,17,"Bumped shoulder, bit head",N,
Jun,1968,Unprovoked,USA,Florida,Clamming,M,17,Lacerations to lower right leg & andkle,N,09h30
Apr,1968,Unprovoked,USA,Florida,Wading,M,63,Foot severely injured,,14h00
Apr,1968,Unprovoked,USA,Florida,,M,10,"Buttock, both legs & arm bitten",N,12h30
Apr,1968,Unprovoked,AUSTRALIA,New South Wales,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",M,21,Hand lacerated,N,
Apr,1968,Provoked,AUSTRALIA,New South Wales,,M,47,Foot lacerated Recorded as PROVOKED INCIDENT,N,Early morning
Feb,1968,Unprovoked,USA,Florida,Surfing,M,17,Foot lacerated,N,13h30
Feb,1968,Unprovoked,AUSTRALIA,Western Australia,Swimming,F,14,Thigh lacerated,N,Late afternoon
Feb,1968,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,26,"No injury, speargun bitten",N,18h30
Dec,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,22,Right ankle & foot bitten,N,14h00
Dec,1967,Unprovoked,AUSTRALIA,Victoria,Swimming,M,59,"FATAL, presumed taken by a shark, body not recovered",Y,A.M.
Nov,1967,Provoked,AUSTRALIA,New South Wales,Freediving,M,15,Recorded as PROVOKED INCIDENT,N,
Oct,1967,Unprovoked,USA,Florida,Standing on sandbar,M,19,Left foot bitten,N,16h30
